req_id,keyword,filename,client_latency_ms,server_time_ms,cached,host
1,sea,moby_dick.txt,1.68,0.782,True,wc_server_alpha
2,whale,moby_dick.txt,0.888,0.112,True,wc_server_alpha
3,father,frankenstein.txt,1.384,0.26,True,wc_server_alpha
4,parents,frankenstein.txt,1.194,0.2,True,wc_server_alpha
5,artist,moby_dick.txt,1.231,0.214,True,wc_server_alpha
6,sailor,moby_dick.txt,1.604,0.285,True,wc_server_alpha
