req_id,keyword,filename,client_latency_ms,server_time_ms,cached,host
1,parents,frankenstein.txt,18.476,0.543,True,wc_server_beta
2,sea,moby_dick.txt,17.532,0.555,True,wc_server_beta
3,sailor,moby_dick.txt,17.065,0.709,True,wc_server_beta
4,artist,moby_dick.txt,5.348,0.647,True,wc_server_beta
5,father,frankenstein.txt,8.734,4.021,True,wc_server_alpha
6,whale,moby_dick.txt,18.659,7.133,True,wc_server_alpha
