req_id,keyword,filename,client_latency_ms,server_time_ms,cached,host
1,victor,frankenstein.txt,19.083,13.16,False,wc_server_alpha
2,sea,moby_dick.txt,5.72,0.689,True,wc_server_alpha
3,parents,frankenstein.txt,7.484,4.04,False,wc_server_alpha
4,harpooneer,moby_dick.txt,6.181,0.248,True,wc_server_alpha
5,sailor,moby_dick.txt,4.539,1.206,True,wc_server_alpha
6,whale,moby_dick.txt,4.481,0.6,True,wc_server_alpha
