req_id,keyword,filename,client_latency_ms,server_time_ms,cached,host
1,whale,moby_dick.txt,4.428,0.281,True,wc_server_alpha
2,science,frankenstein.txt,4.394,0.306,True,wc_server_alpha
3,sea,moby_dick.txt,4.049,0.472,True,wc_server_alpha
4,sailor,moby_dick.txt,4.627,0.391,True,wc_server_alpha
5,parents,frankenstein.txt,5.21,0.809,True,wc_server_alpha
6,artist,moby_dick.txt,4.958,0.398,True,wc_server_alpha
