req_id,keyword,filename,client_latency_ms,server_time_ms,cached,host
1,artist,moby_dick.txt,3.48,0.156,True,wc_server_gamma
2,victor,frankenstein.txt,4.531,0.167,True,wc_server_beta
3,whale,moby_dick.txt,3.662,0.151,True,wc_server_alpha
4,science,frankenstein.txt,3.455,0.129,True,wc_server_gamma
5,sea,moby_dick.txt,3.971,0.089,True,wc_server_beta
6,sailor,moby_dick.txt,4.095,0.197,True,wc_server_alpha
