req_id,keyword,filename,client_latency_ms,server_time_ms,cached,host
1,sea,moby_dick.txt,3.714,0.177,True,wc_server_alpha
2,whale,moby_dick.txt,3.936,0.131,True,wc_server_gamma
3,father,frankenstein.txt,4.257,0.132,True,wc_server_alpha
4,parents,frankenstein.txt,3.995,0.101,True,wc_server_gamma
5,artist,moby_dick.txt,3.831,0.232,True,wc_server_gamma
6,sailor,moby_dick.txt,3.738,0.121,True,wc_server_beta
