req_id,keyword,filename,client_latency_ms,server_time_ms,cached,host
1,artist,moby_dick.txt,4.079,0.103,True,wc_server_gamma
2,victor,frankenstein.txt,4.068,0.169,True,wc_server_alpha
3,whale,moby_dick.txt,4.469,0.124,True,wc_server_alpha
4,science,frankenstein.txt,4.101,0.139,True,wc_server_beta
5,sea,moby_dick.txt,4.152,0.142,True,wc_server_alpha
6,sailor,moby_dick.txt,4.222,0.184,True,wc_server_gamma
